StadiumTrackmanCSV : Sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1/1/2024,07:57.3,3,1,"Wiltse, Hooks",9359,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,94.79892,-1.59442,1.567308,2043.316,161.5112,11:30,5.39523,-0.96796,6.25358,-14.6981,15.88765,-4.9965,2.69916,0.06132,86.81555,-4.40602,0.664678,0.398044,79.40351,42.48768,-105.365,5169.267,,,,,32.93386,,,3.03268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1/1/2024,08:14.9,3,2,"Wiltse, Hooks",9359,Left,NYG,"Clark, Will",7282,Left,SFG,Undefined,8,Bottom,2,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Double,0,0,,95.36996,-2.4686,1.410653,2158.993,167.8995,11:30,5.43491,-1.07431,6.28093,-11.805,18.43328,-3.74839,2.17383,-0.08625,87.28279,-4.75622,0.73317,0.395776,108.2554,15.05818,11.55614,1098.232,107.6938,27.4822,22.40415,362.388,361.9425,12.22212,3.421966,2.35165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1/1/2024,08:56.6,4,1,"Wiltse, Hooks",9359,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,8,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.45647,0.436332,0.65151,2142.003,164.8872,11:30,5.58217,-1.16011,6.29433,-13.365,18.00851,-4.60748,4.8705,-0.94372,85.46728,-2.1494,-0.1816,0.403137,,,,,,,,,,,,2.5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1/1/2024,09:12.9,4,2,"Wiltse, Hooks",9359,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,8,Bottom,2,1,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.23182,0.707122,0.150242,2378.823,303.2827,4:00,5.21694,-1.36463,5.50328,-41.2475,-1.49894,4.08276,2.44102,-0.88389,77.55721,-6.82383,0.878573,0.453766,,,,,,,,,,,,-2.01803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1/1/2024,09:28.6,4,3,"Wiltse, Hooks",9359,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,8,Bottom,2,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.89831,-0.19095,0.051054,2345.126,327.5625,5:00,5.14864,-1.44953,5.61779,-48.0456,-7.19496,5.33524,0.96664,-0.95728,76.69275,-8.92573,1.006598,0.460014,,,,,,,,,,,,-2.69603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1/1/2024,09:45.1,4,4,"Wiltse, Hooks",9359,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,8,Bottom,2,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.01563,-0.86952,0.521127,2062.299,165.153,11:30,5.46176,-1.03351,6.29408,-13.9471,16.99359,-4.25953,3.4982,-0.90827,86.25437,-3.54931,-0.24923,0.400347,,,,,,,,,,,,2.33996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1/1/2024,10:12.2,4,5,"Wiltse, Hooks",9359,Left,NYG,"Mays, Willie",3714,Right,SFG,Undefined,8,Bottom,2,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,95.80957,-1.84262,1.805351,2198.805,165.7661,11:30,5.42448,-0.97653,6.18254,-11.5001,18.56454,-4.47059,2.76324,0.31851,87.61588,-4.07429,0.999134,0.394639,,,,,,,,,,,,2.80791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1/1/2024,12:36.2,1,1,"Barr, Jim",1552,Right,SFG,"Terry, Bill",2988,Left,NYG,Undefined,9,Top,0,0,0,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,81.40173,-0.69344,-1.75922,2174.759,99.32419,9:15,6.10534,1.23329,5.13611,-41.5979,1.7376,-2.43791,1.98553,-0.62696,74.96319,-8.23076,-2.19112,0.473798,56.38025,-61.4702,35.14443,,,,,4.48096,4.48096,16.32652,0.0308,0.74055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1/1/2024,13:05.5,2,1,"Barr, Jim",1552,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,9,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.18744,-2.52087,-1.85119,2154.084,198.6724,12:30,6.32433,0.994,5.69059,-15.4293,15.89261,5.01028,2.68642,-0.31434,86.45381,-5.44706,-0.95568,0.402806,,,,,,,,,,,,-3.08504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1/1/2024,13:17.9,2,2,"Barr, Jim",1552,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,9,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.62457,-1.13091,-2.13685,2241.139,184.318,12:15,6.49224,0.90327,5.77801,-11.4739,19.6117,1.39732,4.48296,-0.96944,86.18439,-3.37453,-1.88692,0.401283,,,,,,,,,,,,-1.37685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1/1/2024,13:30.9,2,3,"Barr, Jim",1552,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,9,Top,1,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.37889,-3.05136,-0.28124,2205.519,183.4944,12:00,6.49238,1.02978,5.83404,-12.8069,18.2621,1.04945,2.58626,0.85582,86.5134,-5.51588,-0.09306,0.401176,,,,,,,,,,,,-0.6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1/1/2024,13:53.2,2,4,"Barr, Jim",1552,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,9,Top,1,1,2,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,81.48694,-0.56455,-1.49561,2407.939,84.45,8:45,6.2843,1.19261,5.31977,-42.0636,0.6524,-6.06945,2.249,-0.71705,75.44249,-8.1945,-2.5747,0.470399,84.35092,52.79971,-6.80518,4369.456,109.4772,123.1801,-10.7106,226.7033,226.7033,-7.03815,5.7399,2.6763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1/1/2024,14:28.1,3,1,"Barr, Jim",1552,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,9,Top,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.99109,1.196919,-0.33637,2183.49,116.8391,10:00,6.24876,1.38122,5.29383,-38.575,4.36071,-6.34276,4.15814,0.53684,75.15952,-5.83068,-1.46242,0.471608,,,,,,,,,,,,3.0987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1/1/2024,14:41.3,3,2,"Barr, Jim",1552,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,9,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.22728,-3.66557,-2.41472,2287.454,205.6643,12:45,6.45976,1.02224,5.96289,-12.511,18.24891,8.30209,2.01071,-0.52623,87.30078,-6.05982,-0.92422,0.399175,,,,,,,,,,,,-4.92146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1/1/2024,14:55.7,3,3,"Barr, Jim",1552,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,9,Top,2,1,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,95.87152,-3.52507,-1.02015,2246.65,198.4732,12:30,6.41031,1.00915,5.85181,-13.6617,16.69273,5.26709,1.99182,0.50009,88.16093,-6.11098,-0.07534,0.396536,93.60439,24.2323,16.82043,4067.113,102.9915,44.16991,38.63447,323.83,317.7519,29.25229,4.056742,-2.9926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1/1/2024,16:49.4,1,1,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.60296,-3.34586,1.147295,1946.046,154.1971,11:15,5.41237,-1.04007,6.27009,-15.1471,16.85308,-7.67823,1.06156,-0.62213,85.22886,-6.22627,-0.24104,0.407143,,,,,,,,,,,,4.35748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1/1/2024,17:00.6,1,2,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.137,1.223161,-0.02743,2373.966,272.1576,3:00,5.36412,-1.36165,5.5296,-39.6591,0.96102,5.31918,3.20276,-0.94403,76.71922,-6.03194,0.921405,0.458714,,,,,,,,,,,,-2.69973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1/1/2024,17:15.4,1,3,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.01204,-1.21752,0.773943,2110.242,163.008,11:30,5.3934,-1.10218,5.92422,-14.0621,18.04257,-5.21469,3.09156,-0.81855,85.25537,-3.9058,-0.16254,0.407808,,,,,,,,,,,,2.88622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1/1/2024,17:29.6,1,4,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.94767,-1.98717,2.214123,2031.72,154.6412,11:15,5.37657,-1.13191,5.91473,-17.9823,15.57162,-6.90638,2.03171,0.34843,83.72056,-5.37045,0.974867,0.41691,,,,,,,,,,,,4.12087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1/1/2024,17:43.3,1,5,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,3,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.08061,-1.34999,2.846159,2136.386,157.4199,11:15,5.44532,-1.20593,6.03373,-17.644,14.93619,-5.81197,2.72315,0.94741,84.73469,-4.67848,1.802034,0.410817,,,,,,,,,,,,3.71103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1/1/2024,18:06.6,1,6,"Wiltse, Hooks",9359,Left,NYG,"Bonds, Barry",1080,Left,SFG,Undefined,9,Bottom,0,3,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.50948,-1.90921,1.023384,2048.945,146.0815,10:45,5.4031,-1.18697,6.20865,-14.1017,17.4393,-11.0575,2.46495,-1.16381,85.50989,-4.61756,-0.97325,0.404212,49.81595,-19.6322,44.48782,,,,,8.61736,7.15351,41.48744,0.099849,6.05461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1/1/2024,20:52.3,2,1,"Keefe, Tim",4391,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,9,Bottom,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.4124,-0.10866,-1.868,2141.462,45.43067,7:30,6.09799,1.77899,6.20162,-46.3596,-4.79823,-6.1317,2.13433,-0.45687,75.17677,-8.63932,-2.97627,0.463998,,,,,,,,,,,,2.68331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1/1/2024,21:03.7,2,2,"Keefe, Tim",4391,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,9,Bottom,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.5438,-3.73812,-2.67699,2260.461,39.38192,7:15,6.16112,1.5016,6.17031,-44.4249,-3.67083,-4.02299,-1.00219,-1.30792,76.70561,-11.8112,-3.40503,0.45947,,,,,,,,,,,,1.3737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1/1/2024,21:37.9,2,3,"Keefe, Tim",4391,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,9,Bottom,1,1,1,Cutter,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,87.60154,-0.91456,-2.2433,2222.284,128.4921,10:15,5.94138,1.86848,6.45143,-28.2558,7.01394,-7.5993,2.74581,-0.82676,81.23608,-6.17843,-3.62028,0.427437,,,,,,,,,,,,3.46264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1/1/2024,21:58.8,2,4,"Keefe, Tim",4391,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,9,Bottom,1,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,96.73916,-2.20164,-2.54031,2344.986,207.0357,1:00,6.11239,1.56795,6.40453,-9.86422,19.29544,9.39567,3.26293,0.01354,88.76625,-4.13649,-0.83993,0.388654,73.62744,42.05605,148.5445,5012.163,,,,,84.04906,,,-5.59496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1/1/2024,22:13.5,2,5,"Keefe, Tim",4391,Right,NYG,"Bonds, Bobby",2832,Right,SFG,Undefined,9,Bottom,1,1,2,Cutter,Slider,InPlay,Undefined,LineDrive,Single,0,0,,87.77992,-0.54684,-2.36835,2235.264,108.0353,9:30,5.96685,1.85487,6.45103,-32.0077,3.07717,-6.54075,2.79672,-0.86724,81.52835,-6.48605,-3.55371,0.426316,89.14582,17.24687,4.686603,1955.882,108.7956,25.7398,16.22957,267.1751,266.3738,12.84528,2.774693,2.87307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1/1/2024,23:01.2,3,1,"Keefe, Tim",4391,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,9,Bottom,1,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,95.48428,-2.5567,-2.80778,2220.213,202.8843,12:45,6.10193,1.53394,6.44838,-10.7741,19.31143,7.74166,2.85074,-0.40263,87.15444,-4.66997,-1.40614,0.394775,,,,,,,,,,,,-4.83362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1/1/2024,23:14.5,3,2,"Keefe, Tim",4391,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,9,Bottom,1,0,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,96.52233,-1.69734,-2.24515,2238.127,203.1339,12:45,6.12973,1.81513,6.20302,-9.25591,20.38458,8.30717,3.79005,0.43399,88.09308,-3.52845,-0.74711,0.391845,,,,,,,,,,,,-4.89154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1/1/2024,23:42.1,3,3,"Keefe, Tim",4391,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,9,Bottom,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,97.16934,-0.74007,-2.36977,2236.248,198.116,12:30,6.149,1.61491,6.2099,-8.78705,20.55643,6.41181,4.73311,-0.03911,88.28323,-2.49454,-1.21367,0.389877,,,,,,,,,,,,-3.98107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1/1/2024,23:57.9,3,4,"Keefe, Tim",4391,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,9,Bottom,1,1,2,Cutter,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.95984,-1.73858,-2.22698,2283.485,130.7285,10:15,5.96004,1.6165,6.39553,-29.2859,5.76146,-5.57792,1.91893,-0.89745,81.74722,-7.16851,-3.2374,0.426088,,,,,,,,,,,,2.40614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1/1/2024,24:23.3,4,1,"Keefe, Tim",4391,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,9,Bottom,2,0,0,Cutter,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,90.87738,-1.43841,-2.97065,2269.948,156.4758,11:15,6.01029,1.92693,6.33246,-21.9867,11.0476,-4.40032,2.85155,-1.17752,83.98583,-5.55461,-3.76513,0.41367,,,,,,,,,,,,1.53843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1/1/2024,24:35.9,4,2,"Keefe, Tim",4391,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,9,Bottom,2,1,0,ChangeUp,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.05601,-1.16444,-2.85744,1411.259,79.24325,8:45,6.15189,1.58178,6.12013,-39.3755,0.61689,-2.89122,1.79261,-1.30299,76.9038,-8.40199,-3.37847,0.455156,,,,,,,,,,,,0.74764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1/1/2024,24:49.1,4,3,"Keefe, Tim",4391,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,9,Bottom,2,1,1,ChangeUp,Slider,InPlay,Undefined,GroundBall,Double,0,0,,82.9395,-0.20963,-1.16709,1648.203,42.71614,7:30,6.08039,1.65112,6.322,-42.1629,-2.47374,-3.34673,2.37372,0.29724,76.72338,-7.99791,-1.77367,0.453427,104.2985,3.835082,-42.3068,3894.797,,,,80.99799,74.75414,-43.3966,0.575386,1.44693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1/1/2024,26:37.8,5,1,"Keefe, Tim",4391,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,9,Bottom,2,0,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,87.82585,-2.11036,-3.14231,2142.991,135.1488,10:30,6.03838,2.00238,6.59176,-28.8431,6.05083,-5.09051,1.69739,-1.30386,81.82852,-7.46505,-4.0665,0.425154,,,,,,,,,,,,1.9252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1/1/2024,26:51.8,5,2,"Keefe, Tim",4391,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,9,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.40832,-2.52489,-3.99558,2145.061,201.4462,12:45,6.16288,1.38536,6.61363,-10.8452,19.07355,7.1243,2.93952,-1.68631,87.33161,-4.65061,-2.70458,0.39368,,,,,,,,,,,,-4.80705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1/1/2024,27:09.6,5,3,"Keefe, Tim",4391,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,9,Bottom,2,2,0,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,88.57498,0.249157,-1.78309,2134.296,139.6235,10:45,5.96523,1.94029,6.68782,-26.6505,7.40882,-5.53016,3.97233,-0.15185,82.16139,-4.7533,-2.78986,0.420039,,,,,,,,,,,,2.48142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1/1/2024,27:25.5,5,4,"Keefe, Tim",4391,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,9,Bottom,2,3,0,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,95.74792,-1.13567,-2.42033,2189.471,199.7184,12:45,6.08035,1.5814,6.60629,-11.3344,18.34344,6.23721,4.09449,-0.11716,87.34288,-3.35968,-1.28722,0.392091,,,,,,,,,,,,-3.92851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1/1/2024,27:52.2,6,1,"Keefe, Tim",4391,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,9,Bottom,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,95.9194,-2.23777,-2.56496,2193.82,203.6542,12:45,5.98867,1.79969,6.49397,-11.093,18.52442,7.71386,3.00698,0.08643,87.89229,-4.40222,-1.16667,0.391692,76.02379,62.03347,-151.866,4896.209,-101.256,91.4931,-42.9793,192.7661,81.39829,-161.574,4.383508,-4.74075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1/1/2024,28:14.3,6,2,"Keefe, Tim",4391,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,9,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.73391,-1.25996,-2.53052,2097.477,203.1489,12:45,5.99728,1.75944,6.50191,-12.8908,16.99773,6.85138,3.76532,0.00632,87.13776,-3.7661,-1.28831,0.393481,,,,,,,,,,,,-4.28083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1/1/2024,28:31.6,6,3,"Keefe, Tim",4391,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,9,Bottom,2,1,1,Cutter,Cutter,BallinDirt,Undefined,Undefined,Undefined,0,0,,90.34459,-4.2327,-1.38347,2164.272,153.4327,11:00,5.88581,2.06549,6.49668,-23.4845,9.74331,-4.40351,0.03533,0.42839,84.003,-8.59226,-2.18375,0.41488,,,,,,,,,,,,2.00705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1/1/2024,28:52.9,6,4,"Keefe, Tim",4391,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,9,Bottom,2,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.38459,-2.82805,-3.40852,2286.872,201.8396,12:45,5.9583,1.86007,6.64406,-10.8132,19.23525,7.30922,2.4619,-0.65446,86.84622,-4.95911,-2.08161,0.394532,,,,,,,,,,,,-4.85024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1/1/2024,29:10.8,6,5,"Keefe, Tim",4391,Right,NYG,"Sandoval, Pablo",1269,Left,SFG,Undefined,9,Bottom,2,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,96.71354,-1.43473,-2.82118,2318.648,213.0078,1:00,6.07794,1.84637,6.64387,-12.6997,16.49717,10.08623,3.7045,0.10246,87.84912,-3.91263,-0.98774,0.388901,,,,,,,,,,,,-6.09855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
